Title,Date
"Tres por tres: Temporada 6: Los buenos son los primeros","15/12/19"
"Tres por tres: Temporada 6: La obra es la cuestión","15/12/19"
"Tres por tres: Temporada 6: Problemas entre mellizos","15/12/19"
"Tres por tres: Temporada 6: Educando a Jesse","15/12/19"
"Tres por tres: Temporada 6: Amores y otros asuntos","15/12/19"
"Tres por tres: Temporada 6: Días de radio","15/12/19"
"Tres por tres: Temporada 6: Viaje a Tokio","15/12/19"
"Tres por tres: Temporada 6: Larga despedida","15/12/19"
"Tres por tres: Temporada 6: Vuela conmigo","15/12/19"
"Tres por tres: Temporada 5: Capitán video (Parte 2)","15/12/19"
"Tres por tres: Temporada 5: Capitán video (Parte 1)","15/12/19"
"Tres por tres: Temporada 5: Las niñas quieren ser niños","15/12/19"
"Tres por tres: Temporada 5: Más de dos es multitud","13/12/19"
"Tres por tres: Temporada 5: El problema con Danny","13/12/19"
"Tres por tres: Temporada 5: Con un poco de razón","13/12/19"
"Tres por tres: Temporada 5: Conduciendo con D. J.","13/12/19"
"Tres por tres: Temporada 5: El diablo me obligó","13/12/19"
"Tres por tres: Temporada 5: Demasiadas monerías","13/12/19"
"Tres por tres: Temporada 5: Aprendiendo inglés","13/12/19"
"Tres por tres: Temporada 5: Enamorada","13/12/19"
"Tres por tres: Temporada 5: Una melodía más, Jesse","13/12/19"
"Tres por tres: Temporada 5: Cómplices del delito","13/12/19"
"Tres por tres: Temporada 5: La ciclista","13/12/19"
"Tres por tres: Temporada 5: El soltero del mes","13/12/19"
"Tres por tres: Temporada 5: Nicky o Alexander","13/12/19"
"Tres por tres: Temporada 5: Feliz cumpleaños (Parte 2)","13/12/19"
"Tres por tres: Temporada 5: Feliz cumpleaños (Parte 1)","13/12/19"
"Tres por tres: Temporada 5: La bailarina","13/12/19"
"Tres por tres: Temporada 5: La voluntaria","12/12/19"
"Tres por tres: Temporada 5: La leyenda del llanero Joe","12/12/19"
"Tres por tres: Temporada 5: El rey y yo","12/12/19"
"Tres por tres: Temporada 5: He perdido a mi pequeña","12/12/19"
"Tres por tres: Temporada 5: Llévense a mi hermana, por favor","12/12/19"
"Tres por tres: Temporada 5: Michelle la casamentera","12/12/19"
"Tres por tres: Temporada 5: Doble problema","12/12/19"
"Tres por tres: Temporada 4: Meciendo la cuna","12/12/19"
"Tres por tres: Temporada 4: Los graduados","12/12/19"
"Tres por tres: Temporada 4: Las niñas quieren divertirse","12/12/19"
"Tres por tres: Temporada 4: Joey rumbo a Hollywood","12/12/19"
"Tres por tres: Temporada 4: Stephanie beisbolista","12/12/19"
"Tres por tres: Temporada 4: El desperfecto","12/12/19"
"V Wars: Temporada 1: La enfermedad","08/12/19"
"Tres por tres: Temporada 4: Casa llena","08/12/19"
"Tres por tres: Temporada 4: La boda (Parte 2)","07/12/19"
"Insatiable: Temporada 1: KITTY66","29/11/19"
"Insatiable: Temporada 1: Patrocinada por Salchicha y Taco","29/11/19"
"Klaus","28/11/19"
"Insatiable: Temporada 1: Señorita Dulce Jesús","28/11/19"
"Insatiable: Temporada 1: Soy tu hoyo","28/11/19"
"Insatiable: Temporada 1: Perras y bikinis","27/11/19"
"Insatiable: Temporada 1: Durazno de Georgia","27/11/19"
"Insatiable: Temporada 1: Señorita Vaquera","27/11/19"
"Insatiable: Temporada 1: Ser delgado es mágico","27/11/19"
"Insatiable: Temporada 1: Piloto","27/11/19"
"Atypical: Temporada 3: Dulce búsqueda","25/11/19"
"Atypical: Temporada 3: Sam sale a pasear","25/11/19"
"Atypical: Temporada 3: Paige, furia al volante","24/11/19"
"Animales fantásticos y dónde encontrarlos","22/11/19"
"Atypical: Temporada 3: Pérdidas","19/11/19"
"Atypical: Temporada 3: La esencia de un pingüino","15/11/19"
"Atypical: Temporada 3: Solo tweed","10/11/19"
"Atypical: Temporada 3: Tienes un fantasma","10/11/19"
"Atypical: Temporada 3: Cocaína y carne de poni","09/11/19"
"Atypical: Temporada 3: Sam el Serio","09/11/19"
"La ley de los audaces: Temporada 1: Piloto (Partes 1 y 2)","07/11/19"
"Solteras","02/11/19"
"Greenhouse Academy: Temporada 1: El desafío inaugural","01/11/19"
"Greenhouse Academy: Temporada 1: Piloto","01/11/19"
"Atypical: Temporada 3: Los mejores planes","01/11/19"
"The End of the F***ing World: Temporada 1: Episodio 2","01/11/19"
"La casa de las flores: Temporada 1: NARCISO (Símb. mentira)","25/10/19"
"The Good Place: Temporada 4: Empleado del Bearimy","25/10/19"
"The Good Place: Temporada 4: Chilajado","25/10/19"
"The Good Place: Temporada 4: Una chica de Arizona - Parte 2","25/10/19"
"The I-Land: Miniserie: Cuántas criaturas hermosas","19/10/19"
"The I-Land: Miniserie: Tramoya insustancial","19/10/19"
"The I-Land: Miniserie: Espléndidos palacios","19/10/19"
"The I-Land: Miniserie: Magnífico mundo nuevo","19/10/19"
"Riverdale: Temporada 3: Capítulo 42: El Hombre de Negro","16/10/19"
"Riverdale: Temporada 3: Capítulo 41: Cazador de hombres","16/10/19"
"Riverdale: Temporada 3: Capítulo 40: El gran escape","12/10/19"
"El diario de la princesa 2","11/10/19"
"Riverdale: Temporada 3: Capítulo 39: El Club de Medianoche","11/10/19"
"Riverdale: Temporada 3: Capítulo 38: Como es arriba, es abajo","11/10/19"
"Riverdale: Temporada 3: Capítulo 37: La fortuna y los ojos del hombre","11/10/19"
"Riverdale: Temporada 3: Capítulo 36: Día del Trabajo","11/10/19"
"Lindas mentirosas: Temporada 1: No hay lugar como el hogar","03/10/19"
"Tiny House Nation: Volumen 2: Volverse mini en la ciudad de la música","03/10/19"
"Lindas mentirosas: Temporada 1: Enfrentando la realidad","29/09/19"
"Lindas mentirosas: Temporada 1: ¿Pueden oírme ahora?","29/09/19"
"The Good Place: Temporada 4: Una chica de Arizona - Parte 1","28/09/19"
"Toy Story 3","24/09/19"
"How to Sell Drugs Online (Fast): Temporada 1: Si esta es la realidad, no me interesa","22/09/19"
"How to Sell Drugs Online (Fast): Temporada 1: El fracaso no es opción","22/09/19"
"How to Sell Drugs Online (Fast): Temporada 1: La vida no es justa, acostúmbrate a ello","22/09/19"
"How to Sell Drugs Online (Fast): Temporada 1: Nerd hoy, jefe mañana","22/09/19"
"Marianne: Temporada 1: En tus sueños","22/09/19"
"La mente, en pocas palabras: Temporada 1: Recuerdos","22/09/19"
"Estación 19: Temporada 2: Incendio sin control","22/09/19"
"Estación 19: Temporada 2: Por quién doblan las campanas","22/09/19"
"Estación 19: Temporada 2: Siempre listos","21/09/19"
"Estación 19: Temporada 2: Fuego amigo","21/09/19"
"Estación 19: Temporada 2: Noche oscura","21/09/19"
"Élite: Temporada 1: Deseo","20/09/19"
"Estación 19: Temporada 2: Nunca llueve a gusto de todos","20/09/19"
"A mi altura","20/09/19"
"Tres por tres: Temporada 4: La boda (Parte 1)","11/09/19"
"Tres por tres: Temporada 4: Un pez llamado Martin","11/09/19"
"Élite: Temporada 1: Bienvenidos","11/09/19"
"Gabriel Fluffy Iglesias: Un show unitalla","03/09/19"
"Cigüeñas: La historia que no te contaron","25/08/19"
"El laberinto del fauno","25/08/19"
"Sugar Rush: Temporada 2: Hecho con amor","14/08/19"
"El hombre araña","14/08/19"
"Atypical: Temporada 2: Las reglas de Ernest Shackleton","14/08/19"
"Atypical: Temporada 2: Ritualicioso","14/08/19"
"Atypical: Temporada 2: Vivir en altura","14/08/19"
"Atypical: Temporada 2: Borrón y cuenta nueva","14/08/19"
"El jardín secreto","13/08/19"
"Atypical: Temporada 2: La guarida del dragón","12/08/19"
"Atypical: Temporada 2: El huevo","12/08/19"
"Atypical: Temporada 2: Prendido fuego","12/08/19"
"Atypical: Temporada 2: El amiguito y el león","10/08/19"
"Atypical: Temporada 2: La cámara del pingüino bebé","10/08/19"
"Atypical: Temporada 2: Empapada","10/08/19"
"The Rain: Temporada 1: Eviten la ciudad","08/08/19"
"Alicia a través del espejo","08/08/19"
"Réplicas","07/08/19"
"Sugar Rush: Temporada 2: Un mundo de chocolate","06/08/19"
"The Rain: Temporada 1: Quédense juntos","05/08/19"
"Sing: ¡Ven y canta!","04/08/19"
"Sugar Rush: Temporada 2: Familias unidas por la pastelería","30/07/19"
"Querido John","29/07/19"
"The Big Family Cooking Showdown: Temporada 1: Episodio 1","28/07/19"
"Sugar Rush: Temporada 2: ¡Dame fuego!","28/07/19"
"Las crónicas del taco: Volumen 1: Carnitas","28/07/19"
"Las crónicas del taco: Volumen 1: Pastor","28/07/19"
"La casa de papel: Parte 3: La deriva","25/07/19"
"La casa de papel: Parte 3: Pequeñas vacaciones","25/07/19"
"Anatomía según Grey: Temporada 14: Todo de mí","24/07/19"
"Los Croods","24/07/19"
"Black Mirror: Temporada 5: Striking Vipers","24/07/19"
"Blown Away: Temporada 1: Invencible","24/07/19"
"Blown Away: Temporada 1: El cuerpo","24/07/19"
"Blown Away: Temporada 1: Verde","24/07/19"
"Blown Away: Temporada 1: Doble intento","24/07/19"
"Blown Away: Temporada 1: Arte pop","24/07/19"
"La casa de papel: Parte 1: Episodio 1","23/07/19"
"La casa de papel: Parte 3: Todo pareció insignificante","23/07/19"
"Blown Away: Temporada 1: Que no falte el vino","20/07/19"
"Blown Away: Temporada 1: Batalla de robots","20/07/19"
"Blown Away: Temporada 1: Iluminados","20/07/19"
"Blown Away: Temporada 1: El banquete","20/07/19"
"Blown Away: Temporada 1: La foto","20/07/19"
"Mulan","12/07/19"
"Frozen: Fiebre congelada","12/07/19"
"Descendientes 2","12/07/19"
"Descendientes","12/07/19"
"Stranger Things: Stranger Things 3: Capítulo ocho: La batalla de Starcourt","07/07/19"
"Nuestro planeta: Temporada 1: Agua dulce","05/07/19"
"Nuestro planeta: Temporada 1: Alta mar","05/07/19"
"Nuestro planeta: Temporada 1: Desde los desiertos a las praderas","05/07/19"
"Stranger Things: Stranger Things 3: Capítulo siete: La picadura","05/07/19"
"Stranger Things: Stranger Things 3: Capítulo seis: E pluribus unum","05/07/19"
"Stranger Things: Stranger Things 3: Capítulo cinco: Los desollados","04/07/19"
"Stranger Things: Stranger Things 3: Capítulo cuatro: La prueba del sauna","04/07/19"
"Stranger Things: Stranger Things 3: Capítulo tres: El caso de la guardavidas perdida","04/07/19"
"Stranger Things: Stranger Things 3: Capítulo dos: Ratas de centro comercial","04/07/19"
"Stranger Things: Stranger Things 3: Capítulo uno: ¿Me copias, Suzie?","04/07/19"
"Nuestro planeta: Temporada 1: Aguas costeras","04/07/19"
"Daniel Sosa: Sosafado","03/07/19"
"Awake: The Million Dollar Game: Temporada 1: Huevos rotos","03/07/19"
"Awake: The Million Dollar Game: Temporada 1: No apto para perezosos","03/07/19"
"El espacio entre nosotros","03/07/19"
"¿...Y dónde están las rubias?","02/07/19"
"Daniel Sosa: Maleducado","01/07/19"
"Un camino a casa","30/06/19"
"Black Mirror: Temporada 2: Blanca Navidad","30/06/19"
"Black Mirror: Temporada 5: Rachel, Jack y Ashley Too","24/06/19"
"Black Mirror: Temporada 5: Smithereens","24/06/19"
"Así nos ven: Miniserie: Parte 2","19/06/19"
"Los 100: Temporada 3: Wanheda (Parte 1)","10/06/19"
"Los 100: Temporada 2: Sangre debe tener sangre (Parte 2)","10/06/19"
"Los 100: Temporada 2: Sangre debe tener sangre (Parte 1)","09/06/19"
"Los 100: Temporada 2: Guardaespaldas de mentiras","09/06/19"
"Los 100: Temporada 2: Resurrección","09/06/19"
"Los 100: Temporada 2: Rubicon","09/06/19"
"Los 100: Temporada 2: Golpe de gracia","09/06/19"
"Los 100: Temporada 2: La supervivencia de los más aptos","09/06/19"
"Los 100: Temporada 2: Recuérdame","09/06/19"
"Los 100: Temporada 2: Caminante espacial","09/06/19"
"Los 100: Temporada 2: Larga caída al abismo","09/06/19"
"Los 100: Temporada 2: Nubes de guerra","08/06/19"
"Los 100: Temporada 2: Pruebas humanas","08/06/19"
"Los 100: Temporada 2: Muchos encuentros felices","08/06/19"
"Los 100: Temporada 1: Piloto","08/06/19"
"Los 100: Temporada 2: Repercusiones","08/06/19"
"Chicas buenas: Temporada 1: Piloto","08/06/19"
"Los ilusionistas 2","30/05/19"
"Under the Dome: Temporada 1: Piloto","18/05/19"
"The Society: Temporada 1: Así pasa","18/05/19"
"The Society: Temporada 1: Nuevos nombres","17/05/19"
"The Society: Temporada 1: Veneno","17/05/19"
"The Society: Temporada 1: Las reglas de Allie","16/05/19"
"Capitán América: El primer vengador","15/05/19"
"The Society: Temporada 1: Un maldito dios o algo así","15/05/19"
"The Society: Temporada 1: Me pongo en su lugar","15/05/19"
"The Society: Temporada 1: Gota a gota","14/05/19"
"The Society: Temporada 1: Adiós a la inocencia","13/05/19"
"The Society: Temporada 1: Nuestro pueblo","13/05/19"
"The Society: Temporada 1: Lo que pasó","13/05/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo veinte: El vals de Mefistófeles","12/05/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo diecinueve: La mandrágora","12/05/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo dieciocho: Los milagros de Sabrina Spellman","12/05/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo diecisiete: Los misioneros","12/05/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo dieciséis: Blackwood","10/05/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo quince: La casa de terror del Dr. Cerberus","10/05/19"
"Flinch: Temporada 1: Episodio 3","04/05/19"
"Flinch: Temporada 1: Episodio 2","04/05/19"
"Flinch: Temporada 1: Episodio 1","04/05/19"
"You vs. Wild: Temporada 1: Operación rescate en la selva (Parte 2)","02/05/19"
"You vs. Wild: Temporada 1: Operación rescate en la selva (Parte 1)","02/05/19"
"Black Mirror: Temporada 1: Toda tu historia","27/04/19"
"Black Mirror: Temporada 2: El momento Waldo","27/04/19"
"Black Mirror: Temporada 4: Hang the DJ","27/04/19"
"Black Mirror: Temporada 2: Oso blanco","27/04/19"
"Black Mirror: Bandersnatch","25/04/19"
"Tres por tres: Temporada 4: La experiencia de Stephanie","23/04/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo catorce: Las Lupercales","18/04/19"
"Tres por tres: Temporada 4: Recaudando fondos","18/04/19"
"Tres por tres: Temporada 4: El empleo de D.J.","14/04/19"
"Tres por tres: Temporada 4: Feliz Año Nuevo","14/04/19"
"Tres por tres: Temporada 4: Superpapá","14/04/19"
"Tres por tres: Temporada 4: El admirador secreto","13/04/19"
"Tres por tres: Temporada 4: Terror en la casa Tanner","13/04/19"
"Tres por tres: Temporada 4: Un último beso","13/04/19"
"Tres por tres: Temporada 4: Esbeltez","13/04/19"
"Black Mirror: Temporada 3: Partida","11/04/19"
"Milagros del cielo","09/04/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo trece: La pasión de Sabrina Spellman","09/04/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo doce: La epifanía","09/04/19"
"On My Block: Temporada 1: Capítulo uno","06/04/19"
"El mundo oculto de Sabrina: Parte 1: Capítulo once: Un cuento invernal","06/04/19"
"The OA: Parte II: Capítulo 8: Panorama","06/04/19"
"The OA: Parte II: Capítulo 7: Nina Azarova","06/04/19"
"The OA: Parte II: Capítulo 6: Espejito, espejito","05/04/19"
"The OA: Parte II: Capítulo 5: La médium y el ingeniero","03/04/19"
"The OA: Parte II: Capítulo 4: SYZYGY","03/04/19"
"The OA: Parte II: Capítulo 3: Espejo mágico","03/04/19"
"The OA: Parte II: Capítulo 2: Isla del tesoro","03/04/19"
"The OA: Parte II: Capítulo 1: Ángel de la muerte","03/04/19"
"The OA: Parte I: Capítulo 8: El ser invisible","03/04/19"
"The OA: Parte I: Capítulo 7: El imperio de la luz","03/04/19"
"The OA: Parte I: Capítulo 6: Caminos que se cruzan","02/04/19"
"The OA: Parte I: Capítulo 5: Paraíso","31/03/19"
"The OA: Parte I: Capítulo 4: Ola","31/03/19"
"¿No es romántico?","29/03/19"
"Juegos mentales: Temporada 7: Meet the Brain","29/03/19"
"Juegos mentales: Temporada 7: Super Senses","29/03/19"
"The OA: Parte I: Capítulo 3: Campeón","28/03/19"
"The OA: Parte I: Capítulo 2: El nuevo coloso","28/03/19"
"The OA: Parte I: Capítulo 1: Vuelta a casa","28/03/19"
"Black Mirror: Temporada 3: Caída en picada","16/03/19"
"Tres por tres: Temporada 4: Joey en Las Vegas","03/03/19"
"You: Temporada 1: Tal vez","01/03/19"
"You: Temporada 1: El último tipo agradable de Nueva York","01/03/19"
"You: Temporada 1: Piloto","01/03/19"
"Yummy Mummies: Temporada 1: Episodio 3","26/02/19"
"Yummy Mummies: Temporada 1: Episodio 2","26/02/19"
"Yummy Mummies: Temporada 1: Episodio 1","26/02/19"
"La quinta ola","26/02/19"
"The Umbrella Academy: Temporada 1: El Violín Blanco","25/02/19"
"The Umbrella Academy: Temporada 1: Cambios","24/02/19"
"The Umbrella Academy: Temporada 1: Escuché el rumor","24/02/19"
"The Umbrella Academy: Temporada 1: El día que sí fue","24/02/19"
"The Umbrella Academy: Temporada 1: El día que no fue","24/02/19"
"The Umbrella Academy: Temporada 1: Número Cinco","24/02/19"
"¡Nailed It! México: Temporada 1: María, la del betún","24/02/19"
"The Umbrella Academy: Temporada 1: Hombre en la luna","23/02/19"
"The Umbrella Academy: Temporada 1: Extra Ordinaria","23/02/19"
"El sexto sentido","19/02/19"
"¡Nailed It! México: Temporada 1: Día de los Inexpertos","15/02/19"
"¡Nailed It! México: Temporada 1: Una dulce explosión","15/02/19"
"Tres por tres: Temporada 4: Pellizco por pellizco","15/02/19"
"Tres por tres: Temporada 4: Buenas y malas noticias","15/02/19"
"El niño con el pijama de rayas","15/02/19"
"Mamá","15/02/19"
"¡Nailed It! México: Temporada 1: Fiesta fiasco","14/02/19"
"¡Nailed It! México: Temporada 1: Depostre","14/02/19"
"¡Nailed It! México: Temporada 1: Feliz cumplehornos","14/02/19"
"Tal vez es para siempre","13/02/19"
"el Padre de la Novia","12/02/19"
"One Strange Rock: Temporada 1: Protección","10/02/19"
"One Strange Rock: Temporada 1: Tormenta","10/02/19"
"La máscara","05/02/19"
"The Good Place: Temporada 3: Pandemonio","03/02/19"
"The Good Place: Temporada 3: Chidi ve la Cuchilla del Tiempo","03/02/19"
"Tomorrowland: El mundo del mañana","01/02/19"
"Black Mirror: Temporada 1: Quince millones de méritos","01/02/19"
"Santa Clarita Diet: Temporada 1: ¿Un mono o un murciélago?","01/02/19"
"The Good Place: Temporada 3: El libro de los Dougs","31/01/19"
"The Good Place: Temporada 3: Janet(s)","31/01/19"
"Orgullo y prejuicio","31/01/19"
"Tres por tres: Temporada 4: Pijamada con mamás","30/01/19"
"Tres por tres: Temporada 4: El modelo perfecto","30/01/19"
"Friends: Temporada 7: El armadillo navideño","21/01/19"
"Friends: Temporada 7: Los dulces de Monica","21/01/19"
"Friends: Temporada 7: Chandler odia a los perros","20/01/19"
"Friends: Temporada 7: El libro de la biblioteca","20/01/19"
"10 cosas que odio de ti","19/01/19"
"¿Qué le pasó a Lunes?","19/01/19"
"Un lobo adolescente: Temporada 1: Luna de lobos","17/01/19"
"Friends: Temporada 6: La última noche juntas","13/01/19"
"Friends: Temporada 6: Después de Las Vegas","13/01/19"
"Friends: Temporada 6: Ross abraza a Rachel","13/01/19"
